Source Name	Comment[ENA_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Characteristics[sex]	Characteristics[cell type]	Characteristics[infect]	Characteristics[time]	Unit[time unit]	Material Type	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[infect]	Factor Value[time]	Unit[time unit]	Factor Value[single cell ID]
steady_state_12353_cell68	ERS985844	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell68	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_68_	sequencing assay	ERX1225471	12353_68_2.fastq.gz	12353_68_2.fastq.gz	ERR1146669	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146669/ERR1146669_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 254
steady_state_12353_cell69	ERS985845	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell69	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_69_	sequencing assay	ERX1225472	12353_69_1.fastq.gz	12353_69_1.fastq.gz	ERR1146670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146670/ERR1146670_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 255
steady_state_12353_cell69	ERS985845	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell69	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_69_	sequencing assay	ERX1225472	12353_69_2.fastq.gz	12353_69_2.fastq.gz	ERR1146670	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146670/ERR1146670_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 255
steady_state_12353_cell70	ERS985846	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell70	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_70_	sequencing assay	ERX1225473	12353_70_1.fastq.gz	12353_70_1.fastq.gz	ERR1146671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146671/ERR1146671_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 256
steady_state_12353_cell70	ERS985846	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell70	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_70_	sequencing assay	ERX1225473	12353_70_2.fastq.gz	12353_70_2.fastq.gz	ERR1146671	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146671/ERR1146671_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 256
steady_state_12353_cell71	ERS985847	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell71	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_71_	sequencing assay	ERX1225474	12353_71_1.fastq.gz	12353_71_1.fastq.gz	ERR1146672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146672/ERR1146672_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 257
steady_state_12353_cell71	ERS985847	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell71	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_71_	sequencing assay	ERX1225474	12353_71_2.fastq.gz	12353_71_2.fastq.gz	ERR1146672	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146672/ERR1146672_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 257
steady_state_12353_cell73	ERS985848	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell73	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_73_	sequencing assay	ERX1225475	12353_73_1.fastq.gz	12353_73_1.fastq.gz	ERR1146673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146673/ERR1146673_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 258
steady_state_12353_cell73	ERS985848	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell73	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_73_	sequencing assay	ERX1225475	12353_73_2.fastq.gz	12353_73_2.fastq.gz	ERR1146673	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146673/ERR1146673_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 258
steady_state_12353_cell74	ERS985849	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell74	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_74_	sequencing assay	ERX1225476	12353_74_1.fastq.gz	12353_74_1.fastq.gz	ERR1146674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146674/ERR1146674_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 259
steady_state_12353_cell74	ERS985849	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell74	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_74_	sequencing assay	ERX1225476	12353_74_2.fastq.gz	12353_74_2.fastq.gz	ERR1146674	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146674/ERR1146674_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 259
steady_state_12353_cell75	ERS985850	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell75	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_75_	sequencing assay	ERX1225477	12353_75_1.fastq.gz	12353_75_1.fastq.gz	ERR1146675	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146675/ERR1146675_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 260
steady_state_12353_cell75	ERS985850	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell75	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_75_	sequencing assay	ERX1225477	12353_75_2.fastq.gz	12353_75_2.fastq.gz	ERR1146675	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146675/ERR1146675_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 260
steady_state_12353_cell76	ERS985851	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell76	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_76_	sequencing assay	ERX1225478	12353_76_1.fastq.gz	12353_76_1.fastq.gz	ERR1146676	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146676/ERR1146676_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 261
steady_state_12353_cell76	ERS985851	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell76	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_76_	sequencing assay	ERX1225478	12353_76_2.fastq.gz	12353_76_2.fastq.gz	ERR1146676	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1146676/ERR1146676_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 261
steady_state_12353_cell78	ERS985852	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell78	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_78_	sequencing assay	ERX1225479	12353_78_1.fastq.gz	12353_78_1.fastq.gz	ERR1146677	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146677/ERR1146677_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 262
steady_state_12353_cell78	ERS985852	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell78	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_78_	sequencing assay	ERX1225479	12353_78_2.fastq.gz	12353_78_2.fastq.gz	ERR1146677	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1146677/ERR1146677_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 262
steady_state_12353_cell79	ERS985853	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell79	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_79_	sequencing assay	ERX1225480	12353_79_1.fastq.gz	12353_79_1.fastq.gz	ERR1146678	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146678/ERR1146678_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 263
steady_state_12353_cell79	ERS985853	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell79	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_79_	sequencing assay	ERX1225480	12353_79_2.fastq.gz	12353_79_2.fastq.gz	ERR1146678	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1146678/ERR1146678_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 263
steady_state_12353_cell80	ERS985854	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell80	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_80_	sequencing assay	ERX1225481	12353_80_1.fastq.gz	12353_80_1.fastq.gz	ERR1146679	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146679/ERR1146679_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 264
steady_state_12353_cell80	ERS985854	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell80	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_80_	sequencing assay	ERX1225481	12353_80_2.fastq.gz	12353_80_2.fastq.gz	ERR1146679	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1146679/ERR1146679_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 264
steady_state_12353_cell81	ERS985855	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell81	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_81_	sequencing assay	ERX1225482	12353_81_1.fastq.gz	12353_81_1.fastq.gz	ERR1146680	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146680/ERR1146680_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 265
steady_state_12353_cell81	ERS985855	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell81	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_81_	sequencing assay	ERX1225482	12353_81_2.fastq.gz	12353_81_2.fastq.gz	ERR1146680	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1146680/ERR1146680_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 265
steady_state_12353_cell82	ERS985856	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell82	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_82_	sequencing assay	ERX1225483	12353_82_1.fastq.gz	12353_82_1.fastq.gz	ERR1146681	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146681/ERR1146681_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 266
steady_state_12353_cell82	ERS985856	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell82	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_82_	sequencing assay	ERX1225483	12353_82_2.fastq.gz	12353_82_2.fastq.gz	ERR1146681	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1146681/ERR1146681_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 266
steady_state_12353_cell83	ERS985857	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell83	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_83_	sequencing assay	ERX1225484	12353_83_1.fastq.gz	12353_83_1.fastq.gz	ERR1146682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146682/ERR1146682_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 267
steady_state_12353_cell83	ERS985857	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell83	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_83_	sequencing assay	ERX1225484	12353_83_2.fastq.gz	12353_83_2.fastq.gz	ERR1146682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1146682/ERR1146682_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 267
steady_state_12353_cell86	ERS985858	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell86	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_86_	sequencing assay	ERX1225485	12353_86_1.fastq.gz	12353_86_1.fastq.gz	ERR1146683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146683/ERR1146683_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 268
steady_state_12353_cell86	ERS985858	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell86	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_86_	sequencing assay	ERX1225485	12353_86_2.fastq.gz	12353_86_2.fastq.gz	ERR1146683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1146683/ERR1146683_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 268
steady_state_12353_cell88	ERS985859	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell88	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_88_	sequencing assay	ERX1225486	12353_88_1.fastq.gz	12353_88_1.fastq.gz	ERR1146684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146684/ERR1146684_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 269
steady_state_12353_cell88	ERS985859	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell88	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_88_	sequencing assay	ERX1225486	12353_88_2.fastq.gz	12353_88_2.fastq.gz	ERR1146684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1146684/ERR1146684_2.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 269
steady_state_12353_cell89	ERS985860	Mus musculus	C57BL6/N	6 to 8	week	female	CD4-positive, alpha-beta T cell	none	0	day	cell	P-MTAB-46289	P-MTAB-46292	steady_state_12353_cell89	PAIRED	RT-PCR	TRANSCRIPTOMIC	not applicable	RNA-Seq	200	70	5'-3'-3'-5'	P-MTAB-46293	Wellcome Trust Sanger Institute Sequencing Facility	12353_89_	sequencing assay	ERX1225487	12353_89_1.fastq.gz	12353_89_1.fastq.gz	ERR1146685	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1146685/ERR1146685_1.fastq.gz	200	101	P-MTAB-46303	stubbington_TPMs.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-3857/E-MTAB-3857.processed.1.zip	none	0	day	cell 270
